"Genus"	"DataID.56"	"DataID.12"	"DataID.15"	"DataID.368"	"DataID.272"	"DataID.65"	"DataID.455"	"DataID.248"	"DataID.249"	"DataID.878"	"DataID.489"	"DataID.465"	"DataID.1092"	"DataID.1093"	"DataID.1099"	"DataID.986"	"DataID.1370"	"DataID.1446"	"DataID.1470"	"DataID.487"	"DataID.488"	"DataID.101"	"DataID.1487"
"558"	"Carmichaelia"	NA	10.3724568655	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"559"	"Carmona"	NA	10.706638115	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"560"	"Carnegiea"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA
"561"	"Carpha"	NA	7.511817997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"562"	"Carpinus"	NA	23.9004511832857	2.11600294888	NA	NA	0.979444246166667	18.6986510665	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.746763258	NA
"563"	"Carpobrotus"	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"564"	"Carpodetus"	NA	22.207022018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"565"	"Carthamus"	NA	14.90279497	2.49019732733333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"566"	"Carum"	NA	22.8244524883077	2.988011941	NA	NA	1.73953798475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"567"	"Carya"	NA	18.4573367723548	1.85680294285714	NA	1.525	1.39481235322727	29.15	NA	NA	NA	NA	38.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	83.633259746	NA
"568"	"Caryocar"	NA	8.475	1.475796	NA	NA	2.230088495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"569"	"Casearia"	NA	18.8928471262199	2.28572945277778	NA	NA	1.315032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58375025	NA	NA	NA	NA	NA	NA	16.0808034194
"570"	"Cashew"	NA	NA	1.7465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"571"	"Cassandra"	NA	9.79719149577778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"572"	"Cassia"	NA	7.617006451	2.21157656756757	NA	NA	1.4388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"573"	"Cassine"	NA	11.9087219085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"574"	"Cassinia"	NA	5.30295579875	1.5861612122	NA	NA	2.4832777788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.033336522	NA
"575"	"Cassiope"	NA	8.89657051163636	1.126308	NA	NA	2.25047814733333	NA	NA	0.869325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.028735356	NA
"576"	"Cassipourea"	NA	12.2635731436981	2.338312767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.576086956
"577"	"Cassytha"	NA	7.190087124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"578"	"Castanea"	0.1621347325	14.1163479179661	2.20556462584898	4.8876635296087	NA	1.4486438776	NA	28.3	NA	NA	NA	75.5	NA	NA	NA	0.24104347826087	5.2101	NA	NA	NA	NA	12.966993318	NA
"579"	"Castanopsis"	NA	9.407387941	1.41302470792143	NA	NA	2.004602492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.953	NA
"580"	"Castanospermum"	NA	15.0998889452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"581"	"Castanospora"	NA	13.6150217803333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"582"	"Castilla"	NA	17.6522883154747	1.96	NA	NA	1.64931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.489767825
"583"	"Castilleja"	NA	12.8039093505833	2.00266023902	NA	NA	1.2187430265	NA	NA	NA	NA	NA	NA	NA	NA	10.2664828295	NA	NA	NA	NA	NA	NA	NA	NA
"584"	"Casuarina"	NA	4.83787307283333	1.93822222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"585"	"Catabrosa"	NA	39.056793893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"586"	"Catabrosella"	NA	17.280232424	2.96580730045	NA	NA	1.651186294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"587"	"Catalpa"	NA	12.195205	2.16333333333333	NA	NA	1.68489	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"588"	"Catananche"	NA	15.68	2.030725	NA	NA	1.269203125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.615563515	NA
"589"	"Catapodium"	NA	17.45	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"590"	"Catopsis"	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"591"	"Catostemma"	NA	4.7	1.038	NA	NA	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"592"	"Cattleya"	NA	NA	0.8225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	NA	NA
"593"	"Catunaregam"	NA	11.89060642	1.56	NA	NA	1.31196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"594"	"Caucalis"	NA	19.193857965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"595"	"Caulophyllum"	NA	42.5	4.49	NA	NA	1.369705882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"596"	"Caustis"	NA	10.897520356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"597"	"Cavanillesia"	NA	20.10097396395	2.597814012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"598"	"Cavendishia"	NA	13.020833333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"599"	"Cayaponia"	NA	12.7635912264286	3.057779033	NA	NA	3.484536082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"600"	"Ceanothus"	NA	6.40967664792857	1.83517024225926	NA	NA	3.00474592744444	NA	NA	NA	NA	NA	70.9333333333333	NA	NA	11.278972327	0.34	NA	NA	NA	NA	NA	0.547476605	NA
"601"	"Cecropia"	NA	15.662691615	2.426589788938	NA	NA	1.88469122523077	15.79	NA	NA	NA	NA	NA	NA	NA	NA	0.43775	NA	NA	NA	NA	NA	168.281286639	28.51138439
"602"	"Cedrela"	NA	32.022371369	2.94333333333333	NA	NA	2.094181571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"603"	"Cedrelinga"	NA	24.4385011211667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"604"	"Cedrella"	NA	NA	2.57833333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"605"	"Cedrus"	NA	NA	1.492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0971	2.682	NA	NA	NA	NA	NA	NA
"606"	"Ceiba"	NA	15.0674685629091	1.756604497	NA	NA	1.99751861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.276114649
"607"	"Celaenodendron"	NA	24.981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"608"	"Celastraceae"	NA	NA	1.38011848351429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"609"	"Celastrus"	NA	30.23251582325	2.20846666666667	NA	NA	0.618125104	19.988216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"610"	"Celmisia"	NA	14.5266717083333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"611"	"Celtis"	0.13028305	17.1462847243966	2.88144202805556	7.689270817	NA	2.39625885728571	20.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.2524866998	21.063736263
"612"	"Cenchrus"	NA	NA	1.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"613"	"Centaurea"	NA	21.5816449327325	2.48681983971304	NA	NA	1.3259359595	22.5194946284	19.3	NA	NA	NA	NA	NA	NA	9.273581504	0.496401	NA	NA	NA	NA	NA	NA	NA
"614"	"Centaurium"	NA	31.7941666666667	2.21428571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"615"	"Centipeda"	NA	18.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"616"	"Centranthus"	NA	21.8628571428571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"617"	"Centrolobium"	NA	24.764833826	3.565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"618"	"Centropodia"	NA	NA	0.993333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"619"	"Centrosema"	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"620"	"Cephalanthera"	NA	33.9928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"621"	"Cephalaralia"	NA	38.828665511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"622"	"Cephalaria"	NA	14.4517723573333	2.29	NA	NA	2.615553475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"623"	"Cephalonoplos"	NA	26.37826431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"624"	"Ceraria"	NA	8.11845350366667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"625"	"Cerastes"	NA	3.3630013515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"626"	"Cerastium"	NA	25.207995328093	2.42790300150588	NA	NA	1.8319011034	NA	26.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"627"	"Cerasus"	NA	24.390243902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"628"	"Ceratocapnos"	NA	86.0122222222222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"629"	"Ceratocarpus"	NA	NA	3.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"630"	"Ceratoides"	NA	NA	3.03466666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"631"	"Ceratonia"	NA	5.4095804631	1.42	NA	NA	3.1118047435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.98502994	NA
"632"	"Ceratopetalum"	NA	11.7149616144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"633"	"Ceratophyllum"	NA	36.4185123966364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"634"	"Ceratophytum"	NA	22.009121795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"635"	"Cerbera"	NA	12.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"636"	"Cerberiopsis"	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"637"	"Cercidiphyllum"	NA	15.1600636956667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"638"	"Cercidium"	NA	13.354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"639"	"Cercis"	NA	20.6549088911333	2.11	NA	NA	1.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"640"	"Cercocarpus"	NA	7.19138588166667	2.19598108572	NA	NA	3.2485818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.443517024	NA
"641"	"Cereus"	NA	NA	1.365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"642"	"Ceriops"	NA	5.96014336866667	1.277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"643"	"Cerostigma"	NA	NA	2.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"644"	"Cespedesia"	NA	10.8389494906667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"645"	"Cespedezia"	NA	12.88365803525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.9780218425
"646"	"Cestrum"	NA	17.5914385744706	2.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.6471604375
"647"	"Ceterach"	NA	15.576323987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"648"	"Cetraria"	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"649"	"CF"	NA	30.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"650"	"Chaenactis"	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA
"651"	"Chaenorhinum"	NA	35.3318181818182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"652"	"Chaerophyllum"	NA	22.8285576237813	3.36390240988571	NA	NA	1.516352298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"653"	"Chaetachme"	NA	13.435	3.38125	NA	NA	3.0159788015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2722522735	NA
"654"	"Chaetocarpus"	NA	4.4	1.285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"655"	"Chaetopappa"	NA	16.9	1.7252364134	NA	NA	1.020849948	NA	NA	NA	NA	NA	NA	NA	NA	13.308563232	NA	NA	NA	NA	NA	NA	NA	NA
"656"	"Chamaecrista"	NA	NA	2.87709677419355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"657"	"Chamaecyparis"	NA	NA	1.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"658"	"Chamaecytisus"	NA	4.630272723	1.284331	NA	NA	2.77376966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.521468696	NA
"659"	"Chamaedaphne"	NA	18.3903667307778	1.22416666666667	NA	NA	1.320133114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.621179993	NA
"660"	"Chamaedorea"	NA	24.196840495	1.64966666666667	NA	NA	0.612228546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.77349625	28.463459363
"661"	"Chamaemelum"	NA	26.3696666666667	2.1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"662"	"Chamaenerion"	NA	NA	2.687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"663"	"Chamaesciadium"	NA	12.072089488	3.7394342622	NA	NA	3.097586599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"664"	"Chamaespartium"	NA	31.716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"665"	"Chamaesyce"	NA	14.80946387575	1.9513769648	NA	NA	0.8219968545	NA	NA	NA	NA	NA	NA	NA	NA	11.812610626	NA	NA	NA	NA	NA	NA	NA	NA
"666"	"Chamerion"	NA	20.8531503275	3.274930318125	NA	NA	2.36630734	NA	23.3	1.02545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"667"	"Chamguava"	NA	14.287591349	1.457638117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"668"	"Chamomilla"	NA	27.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"669"	"Chapparral"	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"670"	"Chaptalia"	NA	7.444567468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"671"	"Cheilanthes"	NA	8.752123135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"672"	"Cheirodendron"	NA	9.96147880566667	1.46833333333333	NA	NA	1.063066514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"673"	"Chelidonium"	NA	44.8854545454545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"674"	"Chenopodiaceae"	NA	5.916454545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"675"	"Chenopodium"	NA	23.1207998825855	3.46296994091143	NA	NA	2.10476128951613	NA	21.4	NA	NA	NA	NA	NA	NA	19.1666748665	2.587983	NA	NA	NA	NA	NA	0.47162568	NA
"676"	"Chevreulia"	NA	16.664110037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"677"	"Chilopsis"	NA	4.301075268	1.543996	NA	NA	3.5897907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.325350726	NA
"678"	"Chimaphila"	NA	9.13	1.214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"679"	"Chimarrhis"	NA	16.2153179485	2.25469949931875	NA	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.682229965
"680"	"Chionanthus"	NA	15.7126427056667	1.79087966666667	NA	NA	1.53041016866667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.9610319516667	NA
"681"	"Chionochloa"	NA	4.166793273	0.806626511111111	NA	0.661578947368421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"682"	"Chloris"	NA	12.99359045525	1.64054545454545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"683"	"Chlorocardium"	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"684"	"Chloroleucon"	NA	28.119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"685"	"Chlorophora"	NA	12.10653753	2.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"686"	"Choisya"	NA	9.615384615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"687"	"Chondrilla"	NA	8.89027272727273	2.153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"688"	"Chorisia"	NA	NA	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"689"	"Christolea"	NA	8.658008658	4.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"690"	"Chrysanthemoides"	NA	7.936507936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"691"	"Chrysanthemum"	NA	17.9677469667187	2.6818147347	NA	NA	1.6246015065	13.5093141552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"692"	"Chrysocephalum"	NA	15.1511433736667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"693"	"Chrysochlamys"	NA	10.3742796850833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.954304635
"694"	"Chrysophyllum"	NA	13.1413898906923	1.41609422184211	NA	NA	2.501872669	23.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.343778743
"695"	"Chrysopogon"	NA	18.158635951	0.937428571428571	NA	0.317777777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"696"	"Chrysosplenium"	NA	33.6948616605455	2.42897822593333	NA	NA	0.475386935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.039362038	NA
"697"	"Chrysothamnus"	NA	19.5205840923	2.09025529646154	NA	NA	2.36403935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066831392	NA
"698"	"Chthonocephalus"	NA	20.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"699"	"Chuquiraga"	NA	4.698745665	1.68	NA	NA	2.49378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"700"	"Chusquea"	NA	17.2845883066667	2.05638461538462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"701"	"Cibotium"	NA	11.4324045564545	1.53	NA	NA	0.996996996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"702"	"Cicendia"	NA	37.282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"703"	"Cicerbita"	NA	33.996976212	2.504120778	NA	NA	0.696390038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"704"	"Cichorium"	NA	23.729937881087	2.1987808366	NA	NA	1.243013829	16.9820581432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"705"	"Cicuta"	NA	22.4746666666667	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"706"	"Cinnamomum"	NA	11.3877786116341	1.63587902626667	NA	NA	1.187679286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6464	10.107485029
"707"	"Circaea"	NA	42.6483375056364	2.24083808944286	NA	NA	0.5211618115	16.3493360215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"708"	"Cirsium"	NA	17.3673096141667	2.10894612735217	NA	0.575	1.4857453404	15.6056041714	NA	NA	NA	NA	NA	NA	NA	7.79150784	1.980273	NA	NA	NA	NA	NA	4.9930944	NA
"709"	"Cissus"	NA	17.3581868688333	1.39966666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"710"	"Cistus"	0.228239644333333	8.8482395552	1.69169300851967	4.44239412166667	NA	2.90302603528571	NA	NA	NA	NA	NA	122	NA	NA	NA	NA	NA	20.4234933761875	NA	NA	NA	1.12839920777778	NA
