"GenusSpecies"	"DataID.56"	"DataID.12"	"DataID.15"	"DataID.368"	"DataID.272"	"DataID.65"	"DataID.455"	"DataID.248"	"DataID.249"	"DataID.878"	"DataID.489"	"DataID.465"	"DataID.1092"	"DataID.1093"	"DataID.1099"	"DataID.986"	"DataID.1370"	"DataID.1446"	"DataID.1470"	"DataID.487"	"DataID.488"	"DataID.101"	"DataID.1487"
"2812"	"Cymbalaria pallida"	NA	40.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2813"	"Cymbaria dahurica"	NA	NA	25.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2814"	"Cymbidium canaliculatum"	NA	1.788923704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2815"	"Cymbidium sp"	NA	NA	23.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2816"	"Cymbopetalum baillonii"	NA	9.0756105185	13.18	NA	NA	1.45004431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.634373793	13.871698405
"2817"	"Cymbopetalum costaricense"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.552573529
"2818"	"Cymbopetalum torulosum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.931
"2819"	"Cymbopogon obtectus"	NA	12.87	11.55	NA	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2820"	"Cymbopogon plurinodis"	NA	NA	13.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2821"	"Cymbopogon sp"	NA	NA	12.6545454545455	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2822"	"Cymbosema roseum"	NA	14.065559074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2823"	"Cymodocea nodosa"	NA	19.8036170675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2824"	"Cynanchum hancockianum"	NA	NA	25.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2825"	"Cynanchum komarovii"	NA	NA	27.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2826"	"Cynanchum thesioides"	NA	NA	26.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2827"	"Cynanchum vincetoxicum"	NA	NA	33.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2828"	"Cynodon dactylon"	NA	28.764472381	28.7912233333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2829"	"Cynodon sp"	NA	NA	30.4	NA	11.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2830"	"Cynoglossum australe"	NA	13.2261410293333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2831"	"Cynoglossum officinale"	NA	23.5458333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2832"	"Cynometra retusa"	NA	7.7864612085	11.8	NA	NA	1.515519866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97119	11.556746861
"2833"	"Cynosurus cristatus"	NA	24.0943043478261	21.745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2834"	"Cynosurus echinatus"	NA	75.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2835"	"Cyperus aristatus"	NA	14.923145799	21.84	NA	NA	1.4616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2836"	"Cyperus articulatus"	NA	6.188	7.36764705882353	NA	NA	1.15037037037037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2837"	"Cyperus diandrus"	NA	13.372559507	19.32	NA	NA	1.4434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2838"	"Cyperus esculentus"	NA	27.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2839"	"Cyperus flavescens"	NA	33.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2840"	"Cyperus fuscus"	NA	44.262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2841"	"Cyperus longus"	NA	23.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2842"	"Cyperus papyrus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.1	NA	NA	NA	NA	NA	NA	NA
"2843"	"Cyperus reflexus"	NA	11.657628391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2844"	"Cyperus sp"	NA	17.007285522	10.4230348814286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2845"	"Cyrilla racemiflora"	NA	8.29370335766667	11.0589285714286	NA	NA	1.293574585	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	NA	NA	NA	NA	NA	NA	NA
"2846"	"Cyrtandra sp"	NA	NA	15.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2847"	"Cyrtococcum patens"	NA	NA	14.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2848"	"Cystopteris fragilis"	NA	21.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2849"	"Cytisus scoparius"	0.2168880755	16.4092143623333	32.8458333331667	4.09618306748387	NA	1.803475239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.035368153	NA
"2850"	"Dacrycarpus cinctus"	NA	NA	13.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.49889	NA	NA	NA	NA	NA	NA	NA
"2851"	"Dacrycarpus dacrydioides"	NA	13.2489920591667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2852"	"Dacrydium beccarii"	NA	NA	8.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2853"	"Dacrydium cupressinum"	NA	9.570797490625	11.33422164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2854"	"Dacrydium intermedium"	NA	3.377915908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2855"	"Dacrydium pierrei"	NA	NA	8.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2856"	"Dacryodes excelsa"	NA	NA	11.9952366666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41667	NA	NA	NA	NA	NA	NA	NA
"2857"	"Dacryodes incurvata"	NA	6.642544547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2858"	"Dacryodes laxa"	NA	20.11176	12.301420864	NA	NA	0.611653125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2859"	"Dacryodes rostrata"	NA	22.771467391	14.45951502	NA	NA	0.634983893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2860"	"Dacryodes sclerophylla"	NA	NA	11.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2861"	"Dacryodes sp"	NA	NA	26.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2862"	"Dactylina arctica"	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2863"	"Dactylis glomerata"	NA	25.7352897127791	24.8915381311364	26	10.1571428571429	1.24671058422222	23.3	26.3	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	0.234385824	NA
"2864"	"Dactylis polygama"	NA	39.5	20.2117647058824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2865"	"Dactyloctenium aegyptium"	NA	NA	20.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2866"	"Dactyloctenium australe"	NA	NA	19.6	NA	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2867"	"Dactylorhiza euxina"	NA	26.420379505	30.055223291	NA	NA	1.137577273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2868"	"Dactylorhiza fuchsii"	NA	23.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2869"	"Dactylorhiza incarnata"	NA	20.565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2870"	"Dactylorhiza maculata"	NA	24.5073163118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2871"	"Dactylorhiza majalis"	NA	27.1277777777778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2872"	"Dactylorhiza sambucina"	NA	26.6386666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2873"	"Dactylorhiza sphagnicola"	NA	24.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2874"	"Dactylorhiza traunsteineri"	NA	25.518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2875"	"Daemonorops margaritae"	NA	NA	12.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2876"	"Dahlstedtia pinnata"	NA	4.350846901	36.9	NA	NA	8.481107434	11.635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2877"	"Dalbergia armata"	NA	10.79	47.68	NA	NA	4.418906394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.927970342	NA
"2878"	"Dalbergia hainanensis"	NA	NA	27.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2879"	"Dalbergia melanixilum"	NA	NA	31.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2880"	"Dalbergia melanoxylon"	NA	NA	33.3	NA	NA	4.37112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2881"	"Dalbergia miscolobium"	NA	8.685	21.4613636363636	NA	NA	2.413793103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2882"	"Dalbergia monetaria"	NA	9.68992248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2883"	"Dalbergia odorifera"	NA	NA	29.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2884"	"Dalbergia oliveri"	NA	NA	21.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2885"	"Dalbergia sissoo"	NA	8.271298593	22.4333333333333	NA	NA	2.52681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2886"	"Dalbergia subcymosa"	NA	NA	18.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2887"	"Dalea polygonoides"	NA	18.6	44.725700717	NA	NA	2.404607565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2888"	"Dalea purpurea"	NA	7.5	24.3	NA	NA	3.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2889"	"Dalea villosa"	NA	10.3379157	24.47326055	NA	NA	2.475521012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2890"	"Dampiera scottiana"	NA	6.855656331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2891"	"Dampiera stricta"	NA	7.2695195375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2892"	"Danaea wendlandii"	NA	31.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2893"	"Danthonia caespitosa"	NA	5.68313540733333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2894"	"Danthonia decumbens"	NA	17.0030223810526	17.391333334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2895"	"Danthonia setacea"	NA	2.1231748625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2896"	"Danthonia sp"	NA	5.005042979	18.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2897"	"Danthonia spicata"	NA	10.8970349935	8.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2898"	"Daphne feddei"	NA	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2899"	"Daphne gnidium"	0.215679291	15.650309006	25.999082222	4.685091418	NA	2.584232947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33336605	NA
"2900"	"Daphne laureola"	NA	9.276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2901"	"Daphne mezereum"	0.1677603875	25.56526054452	28.9233333332	5.3213610254375	NA	1.116041214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.438232183	NA
"2902"	"Daphniphyllum glaucescens"	NA	NA	12.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2903"	"Daphniphyllum oldhamii"	NA	14.1	18.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2904"	"Daphnopsis americana"	NA	28.328611898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2905"	"Daphnopsis philippiana"	NA	NA	12.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2906"	"Dasyphyllum diacanthoides"	NA	7.6	12.1	NA	NA	1.5910526315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2907"	"Dasypyrum villosum"	NA	50.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2908"	"Datura stramonium"	NA	26.2232896714444	57.733935	NA	NA	4.049913304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2909"	"Daucus carota"	NA	18.1230378498333	23.29824072925	NA	NA	1.780834079	23.2160984034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.046931165	NA
"2910"	"Daucus glochidiatus"	NA	29.7854365075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2911"	"Davidsonia pruriens"	NA	10.666941561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2912"	"Daviesia incrassata"	NA	NA	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2913"	"Daviesia nudiflora"	NA	NA	11.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2914"	"Daviesia preissii"	NA	NA	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2915"	"Daviesia quadrilatera"	NA	NA	14.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2916"	"Davilla elliptica"	NA	NA	11.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2917"	"Davilla nitida"	NA	14.6684325859	16.47562623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2918"	"Davilla rugosa"	NA	6.024	14	NA	NA	2.324037184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2919"	"DBF sp"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2920"	"Death valley"	NA	13.03	40.9076190476191	NA	NA	3.04375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2921"	"Decaisnea insignis"	NA	19.607843137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2922"	"Deciduous chaparral"	NA	NA	26.2318518518519	NA	NA	1.80136363636364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2923"	"Deciduous shrub"	NA	14.72	26.5	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2924"	"Deciduous tree"	NA	17.085	19.5	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2925"	"Decodon verticillatus"	NA	NA	18.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2926"	"Deidamia clematoides"	NA	NA	27.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2927"	"Delilia biflora"	NA	NA	31.1666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2928"	"Delissea rhytidosperma"	NA	25.062656641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2929"	"Delonix regia"	NA	NA	16.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2930"	"Delosperma pergamentaceum"	NA	1.664447403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2931"	"Delphinium caeruleum"	NA	11.804285325	24.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2932"	"Delphinium glaciale"	NA	NA	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2933"	"Delphinium grandiflorum"	NA	NA	25.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2934"	"Delphinium nuttallianum"	NA	12.6380439033333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2935"	"Delphinium pictum"	NA	17.599436818	39.1	NA	NA	2.221662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2936"	"Delphinium tuberosum"	NA	34.013605442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2937"	"Dendrobenthamia capitata"	NA	NA	17.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2938"	"Dendrobium cunninghamii"	NA	8.7203944888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2939"	"Dendrocnide moroides"	NA	19.23076923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2940"	"Dendropanax arboreus"	NA	12.7832254899333	11.8403765375	NA	NA	0.8400266315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.657024	20.5189485083333
"2941"	"Dendropanax pendulum"	NA	8.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2942"	"Dendropanax stenodontus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3492163
"2943"	"Dendrophthora ambigua"	NA	4.111842105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2944"	"Dennstaedtia punctilobula"	NA	44.052863436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2945"	"Dentaria laciniata"	NA	29.7	53	NA	NA	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2946"	"Deparia acrostichoides"	NA	44.642857142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2947"	"Deplanchea speciosa"	NA	5.37	10.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2948"	"Derris amazonica"	NA	14.878914031	26.5166666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2949"	"Derris floribunda"	NA	NA	23.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2950"	"Derris sp"	NA	15.462437421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2951"	"Deschampsia antarctica"	NA	NA	41.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2952"	"Deschampsia caespitosa"	NA	17.4025849448571	17.9376507451429	NA	NA	1.739152961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2953"	"Deschampsia cespitosa"	NA	16.8957262512222	18.8656031238182	NA	NA	1.033695	NA	NA	5.562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36179325	NA
"2954"	"Deschampsia flexuosa"	NA	20.5470524220233	22.1390453408649	NA	NA	1.5975935365	NA	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2955"	"Deschampsia koelerioides"	NA	NA	18.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2956"	"Deschampsia nubigena"	NA	3.806623524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2957"	"Deschampsia setacea"	NA	16.956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2958"	"Descurainia sophia"	NA	27.053	46.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2959"	"Descurainia titicacensis"	NA	NA	39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2960"	"Desmazeria rigida"	NA	20.119	24.74	NA	NA	1.172019	19.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.028454935	NA
"2961"	"Desmodium canadense"	NA	15.8	19.65	NA	21.861675	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2962"	"Desmodium glutinosum"	NA	NA	26.5666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
