obsID	covEntryID	covCat	covDescript	covInvasive	covMultiGrowth	covMultiHeight	covSpEntryID	covNumSpp	covUnit	covVarType	covRef	covImageFile	covAggNum	covInvMean	covInvVar	covInvN	covNatMean	covNatVar	covNatN	covNote	covQuality	covQualityOther	
62.07	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	56.9	NA	10		measured		
62.07	7	sp_plantcov	Agrostsis capillaris	native	graminoid	understory	7	1 species	%	Not reported	Table 2			5.3	NA	10	0	NA	10		measured		
62.07	8	sp_plantcov	Agrostsis curtisii	native	graminoid	understory	8	1 species	%	Not reported	Table 2			0.1	NA	10	0	NA	10		measured		
62.07	9	sp_plantcov	Pteridium aquilinum	native	forb	understory	9	1 species	%	Not reported	Table 2			6.2	NA	10	0	NA	10		measured		
62.07	10	sp_plantcov	Rubus glandulosus	native	shrub	understory	10	1 species	%	Not reported	Table 2			6.2	NA	10	0	NA	10		measured		
62.07	11	sp_plantcov	Pseudoscleropodium purum	native	nonvascular	understory	11	1 species	%	Not reported	Table 2			0.8	NA	10	0	NA	10		measured		
62.08	1	sp_plantcov	Pinus sylvestris	invasive	tree	canopy	1	1 species	%	Not reported	Table 2			4.8	NA	10	0	NA	10		measured		
62.08	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	62	NA	10		measured		
62.08	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	22.4	NA	10		measured		
62.08	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	9.9	NA	10		measured		
62.08	5	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	3.8	NA	10		measured		
62.08	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	8.5	NA	10		measured		
62.08	7	sp_plantcov	Pteridium aquilinum	native	forb	understory	7	1 species	%	Not reported	Table 2			0.3	NA	10	0	NA	10		measured		
62.09	1	sp_plantcov	Pinus sylvestris	invasive	tree	canopy	1	1 species	%	Not reported	Table 2			3.6	NA	10	0	NA	10		measured		
62.09	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	70.5	NA	10		measured		
62.09	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	8	NA	10		measured		
62.09	4	sp_plantcov	Ulex minor	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	5.2	NA	10		measured		
62.09	5	sp_plantcov	Hypnum cupressiforme	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	15.5	NA	10		measured		
62.09	6	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.09	7	sp_plantcov	Pleurozium schreberi	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	15.9	NA	10		measured		
62.09	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.09	9	sp_plantcov	Pteridium aquilinum	native	forb	understory	9	1 species	%	Not reported	Table 2			7.7	NA	10	0	NA	10		measured		
62.09	10	sp_plantcov	Pinus pinaster	native	tree	canopy	10	1 species	%	Not reported	Table 2			2.2	NA	10	0	NA	10		measured		
62.1	1	sp_plantcov	Pinus sylvestris	invasive	tree	canopy	1	1 species	%	Not reported	Table 2			6.7	NA	10	0	NA	10		measured		
62.1	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	66.1	NA	10		measured		
62.1	3	sp_plantcov	Cuscuta epithymum	native	forb	understory	3	1 species	%	Not reported	Table 2			0	NA	10	5.4	NA	10		measured		
62.1	4	sp_plantcov	Erica cinerea	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	25.7	NA	10		measured		
62.1	5	sp_plantcov	Erica tetralix	native	shrub	understory	5	1 species	%	Not reported	Table 2			0	NA	10	2.6	NA	10		measured		
62.1	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	4.8	NA	10		measured		
62.1	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	1.3	NA	10		measured		
62.1	8	sp_plantcov	Pteridium aquilinum	native	forb	understory	8	1 species	%	Not reported	Table 2			24.7	NA	10	0	NA	10		measured		
62.11	1	sp_plantcov	Pinus sylvestris	invasive	tree	canopy	1	1 species	%	Not reported	Table 2			11	NA	10	0	NA	10		measured		
62.11	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	84.8	NA	10		measured		
62.11	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	3.6	NA	10		measured		
62.11	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	1	NA	10		measured		
62.11	5	sp_plantcov	Ulex gallii	native	shrub	understory	5	1 species	%	Not reported	Table 2			0	NA	10	12	NA	10		measured		
62.11	6	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.11	7	sp_plantcov	Pteridium aquilinum	native	forb	understory	7	1 species	%	Not reported	Table 2			8.4	NA	10	0	NA	10		measured		
62.11	8	sp_plantcov	Pinus pinaster	native	tree	canopy	8	1 species	%	Not reported	Table 2			1.8	NA	10	0	NA	10		measured		
62.12	1	sp_plantcov	Pinus sylvestris	invasive	tree	canopy	1	1 species	%	Not reported	Table 2			4.5	NA	10	0	NA	10		measured		
62.12	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	96.9	NA	10		measured		
62.12	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	1	NA	10		measured		
62.12	4	sp_plantcov	Ulex minor	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	0.2	NA	10		measured		
62.12	5	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	5.1	NA	10		measured		
62.12	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	0.2	NA	10		measured		
62.12	7	sp_plantcov	Pteridium aquilinum	native	forb	understory	7	1 species	%	Not reported	Table 2			10.8	NA	10	0	NA	10		measured		
62.12	8	sp_plantcov	Pinus pinaster	native	tree	canopy	8	1 species	%	Not reported	Table 2			8.4	NA	10	0	NA	10		measured		
62.13	1	sp_plantcov	Pinus sylvestris	invasive	tree	canopy	1	1 species	%	Not reported	Table 2			5.3	NA	10	0	NA	10		measured		
62.13	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	62.6	NA	10		measured		
62.13	3	sp_plantcov	Erica tetralix	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	12.9	NA	10		measured		
62.13	4	sp_plantcov	Molina caerulea	native	graminoid	understory	4	1 species	%	Not reported	Table 2			0	NA	10	2.4	NA	10		measured		
62.13	5	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.13	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	56.9	NA	10		measured		
62.13	7	sp_plantcov	Erica cinerea	native	shrub	understory	7	1 species	%	Not reported	Table 2			0.7	NA	10	0	NA	10		measured		
62.13	8	sp_plantcov	Pteridium aquilinum	native	forb	understory	8	1 species	%	Not reported	Table 2			1.7	NA	10	0	NA	10		measured		
62.14	1	sp_plantcov	Pinus sylvestris	invasive	tree	canopy	1	1 species	%	Not reported	Table 2			3.3	NA	10	0	NA	10		measured		
62.14	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	71.6	NA	10		measured		
62.14	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			9.2	NA	10	14	NA	10		measured		
62.14	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	1.6	NA	10		measured		
62.14	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			0	NA	10	0.5	NA	10		measured		
62.14	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.14	7	sp_plantcov	Brachythecium rutabulum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	8.4	NA	10		measured		
62.14	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	34.4	NA	10		measured		
62.14	9	sp_plantcov	Erica cinerea	native	shrub	understory	9	1 species	%	Not reported	Table 2			0	NA	10	0	NA	10		measured		
62.14	10	sp_plantcov	Pteridium aquilinum	native	forb	understory	10	1 species	%	Not reported	Table 2			6.4	NA	10	0	NA	10		measured		
62.14	11	sp_plantcov	Pinus pinaster	native	tree	canopy	11	1 species	%	Not reported	Table 2			1.2	NA	10	0	NA	10		measured		
62.15	1	sp_plantcov	Pteridium aquilinum	invasive	forb	understory	1	1 species	%	Not reported	Table 2			88.9	NA	10	0	NA	10		measured		
62.15	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	62	NA	10		measured		
62.15	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0.3	NA	10	22.4	NA	10		measured		
62.15	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	9.9	NA	10		measured		
62.15	5	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	3.8	NA	10		measured		
62.15	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	8.5	NA	10		measured		
62.15	7	sp_plantcov	Molina caerulea	native	graminoid	understory	7	1 species	%	Not reported	Table 2			1.1	NA	10	0	NA	10		measured		
62.15	8	sp_plantcov	Campylopus introflexus	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			16.8	NA	10	0	NA	10		measured		
62.16	1	sp_plantcov	Pteridium aquilinum	invasive	forb	understory	1	1 species	%	Not reported	Table 2			90	NA	10	0	NA	10		measured		
62.16	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	70.5	NA	10		measured		
62.16	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			5.6	NA	10	8	NA	10		measured		
62.16	4	sp_plantcov	Ulex minor	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	5.2	NA	10		measured		
62.16	5	sp_plantcov	Hypnum cupressiforme	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	15.5	NA	10		measured		
62.16	6	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.16	7	sp_plantcov	Pleurozium schreberi	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	15.9	NA	10		measured		
62.16	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.16	9	sp_plantcov	Campylopus introflexus	native	nonvascular	understory	9	1 species	%	Not reported	Table 2			0.1	NA	10	0	NA	10		measured		
62.17	1	sp_plantcov	Pteridium aquilinum	invasive	forb	understory	1	1 species	%	Not reported	Table 2			98.9	NA	10	0	NA	10		measured		
62.17	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	66.1	NA	10		measured		
62.17	3	sp_plantcov	Cuscuta epithymum	native	forb	understory	3	1 species	%	Not reported	Table 2			0	NA	10	5.4	NA	10		measured		
62.17	4	sp_plantcov	Erica cinerea	native	shrub	understory	4	1 species	%	Not reported	Table 2			1.4	NA	10	25.7	NA	10		measured		
62.17	5	sp_plantcov	Erica tetralix	native	shrub	understory	5	1 species	%	Not reported	Table 2			0	NA	10	2.6	NA	10		measured		
62.17	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	4.8	NA	10		measured		
62.17	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	1.3	NA	10		measured		
62.17	8	sp_plantcov	Campylopus introflexus	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0.8	NA	10	0	NA	10		measured		
62.18	1	sp_plantcov	Pteridium aquilinum	invasive	forb	understory	1	1 species	%	Not reported	Table 2			84.4	NA	10	0	NA	10		measured		
62.18	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	84.8	NA	10		measured		
62.18	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			5.4	NA	10	3.6	NA	10		measured		
62.18	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	1	NA	10		measured		
62.18	5	sp_plantcov	Ulex gallii	native	shrub	understory	5	1 species	%	Not reported	Table 2			0	NA	10	12	NA	10		measured		
62.18	6	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.18	7	sp_plantcov	Molina caerulea	native	graminoid	understory	7	1 species	%	Not reported	Table 2			0.3	NA	10	0	NA	10		measured		
62.18	8	sp_plantcov	Campylopus introflexus	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0.2	NA	10	0	NA	10		measured		
62.19	1	sp_plantcov	Pteridium aquilinum	invasive	forb	understory	1	1 species	%	Not reported	Table 2			94.6	NA	10	0	NA	10		measured		
62.19	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	44.2	NA	10		measured		
62.19	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	6.1	NA	10		measured		
62.19	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	24.6	NA	10		measured		
62.19	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			19.3	NA	10	16.3	NA	10		measured		
62.19	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	4.6	NA	10		measured		
62.19	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	0.2	NA	10		measured		
62.19	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	12.3	NA	10		measured		
62.2	1	sp_plantcov	Pteridium aquilinum	invasive	forb	understory	1	1 species	%	Not reported	Table 2			98	NA	10	0	NA	10		measured		
62.2	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	88.2	NA	10		measured		
62.2	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	2.6	NA	10		measured		
62.2	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	6.9	NA	10		measured		
62.2	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			37.2	NA	10	0.3	NA	10		measured		
62.2	6	sp_plantcov	Ulex gallii	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.3	NA	10		measured		
62.2	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	0.9	NA	10		measured		
62.2	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	0.5	NA	10		measured		
62.21	1	sp_plantcov	Pteridium aquilinum	invasive	forb	understory	1	1 species	%	Not reported	Table 2			93.9	NA	10	0	NA	10		measured		
62.21	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	71.6	NA	10		measured		
62.21	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0.3	NA	10	14	NA	10		measured		
62.21	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	1.6	NA	10		measured		
62.21	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			0.2	NA	10	0.5	NA	10		measured		
62.21	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.21	7	sp_plantcov	Brachythecium rutabulum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	8.4	NA	10		measured		
62.21	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	34.4	NA	10		measured		
62.21	9	sp_plantcov	Campylopus introflexus	native	nonvascular	understory	9	1 species	%	Not reported	Table 2			0.3	NA	10	0	NA	10		measured		
62.22	1	sp_plantcov	Pteridium aquilinum	invasive	forb	understory	1	1 species	%	Not reported	Table 2			71.2	NA	10	0	NA	10		measured		
62.22	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	79.5	NA	10		measured		
62.22	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			9.8	NA	10	6.7	NA	10		measured		
62.22	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	3.2	NA	10		measured		
62.22	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			2.8	NA	10	0.3	NA	10		measured		
62.22	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	10.7	NA	10		measured		
62.22	7	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	0.8	NA	10		measured		
62.23	1	sp_plantcov	Rhododendron ponticum	invasive	shrub	canopy	1	1 species	%	Not reported	Table 2			68.5	NA	10	0	NA	10		measured		
62.23	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	62	NA	10		measured		
62.23	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	22.4	NA	10		measured		
62.23	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	9.9	NA	10		measured		
62.23	5	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	3.8	NA	10		measured		
62.23	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	8.5	NA	10		measured		
62.24	1	sp_plantcov	Rhododendron ponticum	invasive	shrub	canopy	1	1 species	%	Not reported	Table 2			47.5	NA	10	0	NA	10		measured		
62.24	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	70.5	NA	10		measured		
62.24	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	8	NA	10		measured		
62.24	4	sp_plantcov	Ulex minor	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	5.2	NA	10		measured		
62.24	5	sp_plantcov	Hypnum cupressiforme	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	15.5	NA	10		measured		
62.24	6	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.24	7	sp_plantcov	Pleurozium schreberi	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	15.9	NA	10		measured		
62.24	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.25	1	sp_plantcov	Rhododendron ponticum	invasive	shrub	canopy	1	1 species	%	Not reported	Table 2			23.2	NA	10	0	NA	10		measured		
62.25	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	66.1	NA	10		measured		
62.25	3	sp_plantcov	Cuscuta epithymum	native	forb	understory	3	1 species	%	Not reported	Table 2			0	NA	10	5.4	NA	10		measured		
62.25	4	sp_plantcov	Erica cinerea	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	25.7	NA	10		measured		
62.25	5	sp_plantcov	Erica tetralix	native	shrub	understory	5	1 species	%	Not reported	Table 2			0	NA	10	2.6	NA	10		measured		
62.25	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	4.8	NA	10		measured		
62.25	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	1.3	NA	10		measured		
62.26	1	sp_plantcov	Rhododendron ponticum	invasive	shrub	canopy	1	1 species	%	Not reported	Table 2			88	NA	10	0	NA	10		measured		
62.26	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	84.8	NA	10		measured		
62.26	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	3.6	NA	10		measured		
62.26	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	1	NA	10		measured		
62.26	5	sp_plantcov	Ulex gallii	native	shrub	understory	5	1 species	%	Not reported	Table 2			0	NA	10	12	NA	10		measured		
62.26	6	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.27	1	sp_plantcov	Rhododendron ponticum	invasive	shrub	canopy	1	1 species	%	Not reported	Table 2			72.3	NA	10	0	NA	10		measured		
62.27	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	88.2	NA	10		measured		
62.27	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	2.6	NA	10		measured		
62.27	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	6.9	NA	10		measured		
62.27	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			0	NA	10	0.3	NA	10		measured		
62.27	6	sp_plantcov	Ulex gallii	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.3	NA	10		measured		
62.27	7	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	0.9	NA	10		measured		
62.27	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	0.5	NA	10		measured		
62.28	1	sp_plantcov	Rhododendron ponticum	invasive	shrub	canopy	1	1 species	%	Not reported	Table 2			29.6	NA	10	0	NA	10		measured		
62.28	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	96.9	NA	10		measured		
62.28	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	1	NA	10		measured		
62.28	4	sp_plantcov	Ulex minor	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	0.2	NA	10		measured		
62.28	5	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	5.1	NA	10		measured		
62.28	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	0.2	NA	10		measured		
62.29	1	sp_plantcov	Rhododendron ponticum	invasive	shrub	canopy	1	1 species	%	Not reported	Table 2			53.7	NA	10	0	NA	10		measured		
62.29	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	62.6	NA	10		measured		
62.29	3	sp_plantcov	Erica tetralix	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	12.9	NA	10		measured		
62.29	4	sp_plantcov	Molina caerulea	native	graminoid	understory	4	1 species	%	Not reported	Table 2			0	NA	10	2.4	NA	10		measured		
62.29	5	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.29	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	56.9	NA	10		measured		
62.3	1	sp_plantcov	Rhododendron ponticum	invasive	shrub	canopy	1	1 species	%	Not reported	Table 2			73.1	NA	10	0	NA	10		measured		
62.3	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			0	NA	10	71.6	NA	10		measured		
62.3	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			0	NA	10	14	NA	10		measured		
62.3	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	1.6	NA	10		measured		
62.3	5	sp_plantcov	Molina caerulea	native	graminoid	understory	5	1 species	%	Not reported	Table 2			0	NA	10	0.5	NA	10		measured		
62.3	6	sp_plantcov	Ulex minor	native	shrub	understory	6	1 species	%	Not reported	Table 2			0	NA	10	1.4	NA	10		measured		
62.3	7	sp_plantcov	Brachythecium rutabulum	native	nonvascular	understory	7	1 species	%	Not reported	Table 2			0	NA	10	8.4	NA	10		measured		
62.3	8	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	8	1 species	%	Not reported	Table 2			0	NA	10	34.4	NA	10		measured		
62.31	1	sp_plantcov	Ulex europaeus	invasive	shrub	understory	1	1 species	%	Not reported	Table 2			87	NA	10	0	NA	10		measured		
62.31	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			14.7	NA	10	62	NA	10		measured		
62.31	3	sp_plantcov	Erica cinerea	native	shrub	understory	3	1 species	%	Not reported	Table 2			1.5	NA	10	22.4	NA	10		measured		
62.31	4	sp_plantcov	Erica tetralix	native	shrub	understory	4	1 species	%	Not reported	Table 2			0	NA	10	9.9	NA	10		measured		
62.31	5	sp_plantcov	Hypnum jutlandicum	native	nonvascular	understory	5	1 species	%	Not reported	Table 2			0	NA	10	3.8	NA	10		measured		
62.31	6	sp_plantcov	Cladonia portentosa	native	nonvascular	understory	6	1 species	%	Not reported	Table 2			0	NA	10	8.5	NA	10		measured		
62.32	1	sp_plantcov	Ulex europaeus	invasive	shrub	understory	1	1 species	%	Not reported	Table 2			89.8	NA	10	0	NA	10		measured		
62.32	2	sp_plantcov	Calluna vulgaris	native	shrub	understory	2	1 species	%	Not reported	Table 2			12.8	NA	10	70.5	NA	10		measured		
