obsID	spEntryID	spName	spInvasive	spGrowth	spHeight	spAnnPerenn	spNotes
62.22	1	Pteridium aquilinum	invasive	forb	understory	perennial	
62.22	2	Calluna vulgaris	native	shrub	understory	perennial	
62.22	3	Erica cinerea	native	shrub	understory	perennial	
62.22	4	Erica tetralix	native	shrub	understory	perennial	
62.22	5	Molina caerulea	native	graminoid	understory	perennial	
62.22	6	Ulex minor	native	shrub	understory	perennial	
62.22	7	Cladonia portentosa	native	nonvascular	understory	perennial	
62.23	1	Rhododendron ponticum	invasive	shrub	canopy	perennial	
62.23	2	Calluna vulgaris	native	shrub	understory	perennial	
62.23	3	Erica cinerea	native	shrub	understory	perennial	
62.23	4	Erica tetralix	native	shrub	understory	perennial	
62.23	5	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.23	6	Cladonia portentosa	native	nonvascular	understory	perennial	
62.24	1	Rhododendron ponticum	invasive	shrub	canopy	perennial	
62.24	2	Calluna vulgaris	native	shrub	understory	perennial	
62.24	3	Erica cinerea	native	shrub	understory	perennial	
62.24	4	Ulex minor	native	shrub	understory	perennial	
62.24	5	Hypnum cupressiforme	native	nonvascular	understory	perennial	
62.24	6	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.24	7	Pleurozium schreberi	native	nonvascular	understory	perennial	
62.24	8	Cladonia portentosa	native	nonvascular	understory	perennial	
62.25	1	Rhododendron ponticum	invasive	shrub	canopy	perennial	
62.25	2	Calluna vulgaris	native	shrub	understory	perennial	
62.25	3	Cuscuta epithymum	native	forb	understory	unclassified	
62.25	4	Erica cinerea	native	shrub	understory	perennial	
62.25	5	Erica tetralix	native	shrub	understory	perennial	
62.25	6	Ulex minor	native	shrub	understory	perennial	
62.25	7	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.26	1	Rhododendron ponticum	invasive	shrub	canopy	perennial	
62.26	2	Calluna vulgaris	native	shrub	understory	perennial	
62.26	3	Erica cinerea	native	shrub	understory	perennial	
62.26	4	Erica tetralix	native	shrub	understory	perennial	
62.26	5	Ulex gallii	native	shrub	understory	perennial	
62.26	6	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.27	1	Rhododendron ponticum	invasive	shrub	canopy	perennial	
62.27	2	Calluna vulgaris	native	shrub	understory	perennial	
62.27	3	Erica cinerea	native	shrub	understory	perennial	
62.27	4	Erica tetralix	native	shrub	understory	perennial	
62.27	5	Molina caerulea	native	graminoid	understory	perennial	
62.27	6	Ulex gallii	native	shrub	understory	perennial	
62.27	7	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.27	8	Cladonia portentosa	native	nonvascular	understory	perennial	
62.28	1	Rhododendron ponticum	invasive	shrub	canopy	perennial	
62.28	2	Calluna vulgaris	native	shrub	understory	perennial	
62.28	3	Erica cinerea	native	shrub	understory	perennial	
62.28	4	Ulex minor	native	shrub	understory	perennial	
62.28	5	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.28	6	Cladonia portentosa	native	nonvascular	understory	perennial	
62.29	1	Rhododendron ponticum	invasive	shrub	canopy	perennial	
62.29	2	Calluna vulgaris	native	shrub	understory	perennial	
62.29	3	Erica tetralix	native	shrub	understory	perennial	
62.29	4	Molina caerulea	native	graminoid	understory	perennial	
62.29	5	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.29	6	Cladonia portentosa	native	nonvascular	understory	perennial	
62.3	1	Rhododendron ponticum	invasive	shrub	canopy	perennial	
62.3	2	Calluna vulgaris	native	shrub	understory	perennial	
62.3	3	Erica cinerea	native	shrub	understory	perennial	
62.3	4	Erica tetralix	native	shrub	understory	perennial	
62.3	5	Molina caerulea	native	graminoid	understory	perennial	
62.3	6	Ulex minor	native	shrub	understory	perennial	
62.3	7	Brachythecium rutabulum	native	nonvascular	understory	perennial	
62.3	8	Cladonia portentosa	native	nonvascular	understory	perennial	
62.31	1	Ulex europaeus	invasive	shrub	understory	perennial	
62.31	2	Calluna vulgaris	native	shrub	understory	perennial	
62.31	3	Erica cinerea	native	shrub	understory	perennial	
62.31	4	Erica tetralix	native	shrub	understory	perennial	
62.31	5	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.31	6	Cladonia portentosa	native	nonvascular	understory	perennial	
62.32	1	Ulex europaeus	invasive	shrub	understory	perennial	
62.32	2	Calluna vulgaris	native	shrub	understory	perennial	
62.32	3	Erica cinerea	native	shrub	understory	perennial	
62.32	4	Ulex minor	native	shrub	understory	perennial	
62.32	5	Hypnum cupressiforme	native	nonvascular	understory	perennial	
62.32	6	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.32	7	Pleurozium schreberi	native	nonvascular	understory	perennial	
62.32	8	Cladonia portentosa	native	nonvascular	understory	perennial	
62.32	9	Pteridium aquilinum	native	forb	understory	perennial	
62.33	1	Ulex europaeus	invasive	shrub	understory	perennial	
62.33	2	Calluna vulgaris	native	shrub	understory	perennial	
62.33	3	Cuscuta epithymum	native	forb	understory	unclassified	
62.33	4	Erica cinerea	native	shrub	understory	perennial	
62.33	5	Erica tetralix	native	shrub	understory	perennial	
62.33	6	Ulex minor	native	shrub	understory	perennial	
62.33	7	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.33	8	Pteridium aquilinum	native	forb	understory	perennial	
62.33	9	Vaccinium myrtillus	native	shrub	understory	perennial	
62.34	1	Ulex europaeus	invasive	shrub	understory	perennial	
62.34	2	Calluna vulgaris	native	shrub	understory	perennial	
62.34	3	Erica cinerea	native	shrub	understory	perennial	
62.34	4	Erica tetralix	native	shrub	understory	perennial	
62.34	5	Ulex gallii	native	shrub	understory	perennial	
62.34	6	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.34	7	Agrostsis curtisii	native	graminoid	understory	perennial	
62.34	8	Molina caerulea	native	graminoid	understory	perennial	
62.34	9	Pteridium aquilinum	native	forb	understory	perennial	
62.35	1	Ulex europaeus	invasive	shrub	understory	perennial	
62.35	2	Calluna vulgaris	native	shrub	understory	perennial	
62.35	3	Erica cinerea	native	shrub	understory	perennial	
62.35	4	Erica tetralix	native	shrub	understory	perennial	
62.35	5	Molina caerulea	native	graminoid	understory	perennial	
62.35	6	Ulex minor	native	shrub	understory	perennial	
62.35	7	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.35	8	Cladonia portentosa	native	nonvascular	understory	perennial	
62.35	9	Pteridium aquilinum	native	forb	understory	perennial	
62.35	10	Ulex gallii	native	shrub	understory	perennial	
62.36	1	Ulex europaeus	invasive	shrub	understory	perennial	
62.36	2	Calluna vulgaris	native	shrub	understory	perennial	
62.36	3	Erica cinerea	native	shrub	understory	perennial	
62.36	4	Erica tetralix	native	shrub	understory	perennial	
62.36	5	Molina caerulea	native	graminoid	understory	perennial	
62.36	6	Ulex gallii	native	shrub	understory	perennial	
62.36	7	Hypnum jutlandicum	native	nonvascular	understory	perennial	
62.36	8	Cladonia portentosa	native	nonvascular	understory	perennial	
62.36	9	Agrostsis curtisii	native	graminoid	understory	perennial	
62.36	10	Pteridium aquilinum	native	forb	understory	perennial	
62.37	1	Ulex europaeus	invasive	shrub	understory	perennial	
62.37	2	Calluna vulgaris	native	shrub	understory	perennial	
62.37	3	Erica cinerea	native	shrub	understory	perennial	
62.37	4	Erica tetralix	native	shrub	understory	perennial	
62.37	5	Molina caerulea	native	graminoid	understory	perennial	
62.37	6	Ulex minor	native	shrub	understory	perennial	
62.37	7	Cladonia portentosa	native	nonvascular	understory	perennial	
62.37	8	Agrostsis curtisii	native	graminoid	understory	perennial	
62.37	9	Pteridium aquilinum	native	forb	understory	perennial	
71.01	1	Andropogon bladhii	invasive	graminoid	understory	perennial	synonymn = Bothriochloa bladhii
71.01	2	Andropogon gerardii	native	graminoid	understory	perennial	
71.01	3	Sorghastrum nutans	native	graminoid	understory	perennial	
71.01	4	Panicum virgatum	native	graminoid	understory	perennial	
71.02	1	Andropogon bladhii	invasive	graminoid	understory	perennial	synonymn = Bothriochloa bladhii
71.02	2	Andropogon gerardii	native	graminoid	understory	perennial	
71.02	3	Sorghastrum nutans	native	graminoid	understory	perennial	
71.02	4	Panicum virgatum	native	graminoid	understory	perennial	
77.01	1	Bromus tectorum	invasive	graminoid	understory	annual	
77.01	2	Pleuraphis jamesii	native	graminoid	understory	perennial	
77.02	1	Bromus tectorum	invasive	graminoid	understory	annual	
77.02	2	Achnatherum hymenoides	native	graminoid	understory	perennial	synonymn = Oryzopsis hymenoides
77.02	3	Hesperstipa comata	native	graminoid	understory	perennial	synonymn = Stipa comata
77.02	4	Sporobolus cryptandrus	native	graminoid	understory	perennial	
77.03	1	Bromus tectorum	invasive	graminoid	understory	annual	
77.03	2	Pleuraphis jamesii	native	graminoid	understory	perennial	
77.04	1	Bromus tectorum	invasive	graminoid	understory	annual	
77.04	2	Achnatherum hymenoides	native	graminoid	understory	perennial	synonymn = Oryzopsis hymenoides
77.04	3	Hesperstipa comata	native	graminoid	understory	perennial	synonymn = Stipa comata
77.04	4	Sporobolus cryptandrus	native	graminoid	understory	perennial	
80.01	1	Acacia saligna	invasive	tree	canopy	perennial	
80.01	2	Aspalathus capensis	native	shrub	understory	perennial	
80.01	3	Protea repens	native	shrub	understory	perennial	
80.01	4	Leucospermum parile	native	shrub	understory	perennial	
80.01	5	Leuceadendron laureolum	native	shrub	understory	perennial	
80.01	6	Phylica cephalantha	native	shrub	understory	perennial	
80.01	7	Thamnochortus punctatus	native	graminoid	understory	perennial	
80.01	8	Staberhoa distachya	native	graminoid	understory	perennial	synonymn = Staberoha distachyos
80.01	9	Podylaria calytrata	native	tree	canopy	perennial	
80.01	10	Protea compacta	native	shrub	understory	perennial	
80.01	11	Leucospermum hyporphyllocarpidendron	native	shrub	understory	perennial	
80.02	1	Acacia cyclops	invasive	tree	canopy	perennial	
80.02	2	Pterocelastrus tricuspidatus	native	tree	canopy	perennial	
80.02	3	Clutia daphnoides	native	shrub	understory	perennial	
80.02	4	Phylica ericoides	native	shrub	understory	perennial	
93.01	1	Acacia saligna	invasive	tree	canopy	perennial	
93.01	2	Acacia cyclops	invasive	tree	canopy	perennial	
93.01	3	Leucospermum parile	native	shrub	canopy	perennial	
93.02	1	Acacia saligna	invasive	tree	canopy	perennial	
93.02	2	Acacia cyclops	invasive	tree	canopy	perennial	
93.02	3	Pterocelastrus tricuspidatus	native	tree	canopy	perennial	
137.01	1	Andropogon gayanus	invasive	graminoid	understory	perennial	
137.01	2	Eucalyptus miniata	native	tree	canopy	perennial	
137.01	3	Eucalyptus tetrodonta	native	tree	canopy	perennial	
137.01	4	Alloteropsis semialata	native	graminoid	understory	perennial	
137.01	5	Eriachne triseta	native	graminoid	understory	perennial	
137.01	6	Pseudopogonatherum irritans	native	graminoid	understory	annual	
156.01	1	Fallopia japonica	invasive	forb	understory	perennial	
156.01	2	Acer sacchariunum	native	tree	canopy	perennial	
156.01	3	Populus deltoides	native	tree	canopy	perennial	
156.01	4	Acer saccharum	native	tree	canopy	perennial	
156.01	5	Carya ovata	native	tree	canopy	perennial	
157.01	1	Typha x glauca	invasive	forb	understory	perennial	
157.01	2	Juncus spp	native	graminoid	understory	perennial	
157.01	3	Schoenoplectus spp	native	graminoid	understory	perennial	
157.01	4	Eleocharis spp	native	graminoid	understory	perennial	
164.01	1	Cytisus scoparius	invasive	shrub	understory	perennial	synonym = Sarothamnus scoparius
164.01	2	Festuca idahoensis	native	graminoid	understory	perennial	
164.01	3	Cammassia quamash	native	forb	understory	perennial	
164.01	4	Aster curtis	native	forb	understory	perennial	
167.01	1	Ailanthus altissima	invasive	tree	canopy	perennial	
167.01	2	Ulmus minor	native	tree	canopy	perennial	
167.02	1	Robinia pseudoacacia	invasive	tree	canopy	perennial	
167.02	2	Fraxinus angustifolia	native	tree	canopy	perennial	
188.01	1	Lantana camara	invasive	shrub	understory	perennial	
188.01	2	Anogeissus latifolia	native	tree	canopy	perennial	
188.01	3	Bosnellia serrata	native	tree	canopy	perennial	
188.01	4	Buchanania serrata	native	tree	canopy	perennial	
188.01	5	Buchanania lanzan	native	tree	canopy	perennial	
188.01	6	Diospyros melanoxylon	native	tree	canopy	perennial	
188.01	7	Harduickia binata	native	tree	canopy	perennial	
188.01	8	Lagerstroemia parviflora	native	tree	canopy	perennial	
188.01	9	Lannea cormendelica	native	tree	canopy	perennial	
188.01	10	Madhuca longifolia	native	tree	canopy	perennial	
188.01	11	Shorea robusta	native	tree	canopy	perennial	
188.01	12	Terminalia tomentosa	native	tree	canopy	perennial	
199.01	1	Cytisus scoparius	invasive	shrub	understory	perennial	
199.01	2	Anthoxanthum odoratum	native	graminoid	understory	perennial	
199.01	3	Bromus hordaceus	native	graminoid	understory	annual	
199.01	4	Holcus lanatus	native	graminoid	understory	perennial	
199.01	5	Dactylis glomerata	native	graminoid	understory	perennial	
199.01	6	Alium cernuum	native	forb	understory	perennial	
199.01	7	Festuca idahoensis	native	graminoid	understory	perennial	
199.01	8	Camassia sp	native	forb	understory	perennial	
199.01	9	Lonicera hispidula	native	vine	understory	perennial	
199.02	1	Cytisus scoparius	invasive	shrub	understory	perennial	
199.02	2	Anthoxanthum odoratum	native	graminoid	understory	perennial	
199.02	3	Bromus hordaceus	native	graminoid	understory	annual	
199.02	4	Holcus lanatus	native	graminoid	understory	perennial	
199.02	5	Dactylis glomerata	native	graminoid	understory	perennial	
199.02	6	Alium cernuum	native	forb	understory	perennial	
199.02	7	Festuca idahoensis	native	graminoid	understory	perennial	
199.02	8	Camassia sp	native	forb	understory	perennial	
199.02	9	Lonicera hispidula	native	vine	understory	perennial	
236.01	1	Microstegium vimineum	invasive	graminoid	understory	annual	
236.01	2	Polygonum sp	native	graminoid	understory	unclassified	one of species included was Polygonum caespitosum
236.01	3	Juncus sp	native	graminoid	understory	unclassified	
236.01	4	Carex sp	native	graminoid	understory	perennial	
249.01	1	Microstegium vimineum	invasive	graminoid	understory	annual	
249.02	1	Microstegium vimineum	invasive	graminoid	understory	annual	
249.02	2	Andropogon gerardii	native	graminoid	understory	perennial	
249.02	3	Asclepias incarnata	native	forb	understory	perennial	
249.02	4	Aster novae-anglae	native	forb	understory	perennial	
249.02	5	Calamagrostis canadensis	native	graminoid	understory	perennial	
249.02	6	Carex vulpinoidea	native	graminoid	understory	perennial	
249.02	7	Elymus virginicus	native	graminoid	understory	perennial	
249.02	8	Helenium autumnale	native	forb	understory	perennial	
249.02	9	Panicum virgatum	native	graminoid	understory	perennial	
249.02	10	Senna hebecarpa	native	forb	understory	perennial	
249.02	11	Scirpus atrovirens	native	graminoid	understory	perennial	
249.03	1	Microstegium vimineum	invasive	graminoid	understory	annual	
249.03	2	Eupatorium perfoliatum	native	forb	understory	perennial	
249.03	3	Rudbeckia triloba	native	forb	understory	perennial	
249.03	4	Elymus virginicus	native	graminoid	understory	perennial	
249.03	5	Glyceria striata	native	graminoid	understory	perennial	
249.03	6	Carex muskingumensis	native	graminoid	understory	perennial	
249.03	7	Scirpus atrovirens	native	graminoid	understory	perennial	
249.04	1	Microstegium vimineum	invasive	graminoid	understory	annual	
249.04	2	Eupatorium perfoliatum	native	forb	understory	perennial	
249.04	3	Rudbeckia triloba	native	forb	understory	perennial	
249.04	4	Elymus virginicus	native	graminoid	understory	perennial	
249.04	5	Glyceria striata	native	graminoid	understory	perennial	
249.04	6	Carex muskingumensis	native	graminoid	understory	perennial	
249.04	7	Scirpus atrovirens	native	graminoid	understory	perennial	
249.05	1	Microstegium vimineum	invasive	graminoid	understory	annual	
249.06	1	Microstegium vimineum	invasive	graminoid	understory	annual	
249.06	2	Eupatorium perfoliatum	native	forb	understory	perennial	
249.06	3	Rudbeckia triloba	native	forb	understory	perennial	
249.06	4	Elymus virginicus	native	graminoid	understory	perennial	
249.06	5	Glyceria striata	native	graminoid	understory	perennial	
249.06	6	Carex muskingumensis	native	graminoid	understory	perennial	
249.06	7	Scirpus atrovirens	native	graminoid	understory	perennial	
327.01	1	Acacia saligna	invasive	tree	canopy	perennial	
327.01	2	Leucospermum parile	native	shrub	unclassified	perennial	
327.01	3	Protea scolymocephela	native	shrub	understory	perennial	
327.02	1	Acacia saligna	invasive	tree	canopy	perennial	
551.01	1	Bromus tectorum	invasive	graminoid	understory	annual	
551.01	2	Stipa comata	native	graminoid	understory	perennial	
551.01	3	Stipa robusta	native	graminoid	understory	perennial	
551.01	4	Andropogon gerardii	native	graminoid	understory	perennial	
551.01	5	Bouteloua gracilis	native	graminoid	understory	perennial	
551.01	6	Bouteloua cutripendula	native	graminoid	understory	perennial	
705.01	1	Microstegium vimineum	invasive	graminoid	understory	annual	
705.01	2	Acer negundo	native	tree	canopy	perennial	
705.01	3	Liriodendron tulipifera	native	tree	canopy	perennial	
705.01	4	Platanus occidentalis	native	tree	canopy	perennial	
705.01	5	Verbesina alternifolia	native	forb	understory	perennial	
705.01	6	Agrostis perrenans	native	graminoid	understory	perennial	
705.01	7	Pilea pumila	native	forb	understory	annual	
706.01	1	Solidago candensis	invasive	forb	understory	perennial	
706.01	2	Citrus madurensis	native	tree	canopy	perennial	
706.01	3	Miscanthus floridulus	native	graminoid	understory	perennial	
706.01	4	Setaria viridis	native	graminoid	understory	annual	
706.01	5	Aster ageratoides	native	forb	understory	perennial	
706.01	6	Phleum pratense	native	graminoid	understory	perennial	
706.01	7	Paspalum sp.	native	graminoid	understory	perennial	
706.01	8	Cinnamomum caupphora	native	tree	canopy	perennial	
706.01	9	Nerium indicum	native	shrub	understory	perennial	
707.01	1	Acacia longifolia	invasive	tree	canopy	perennial	
707.01	2	Stauracanthus spectabilis	native	tree	canopy	perennial	"sp difficult to look up, maybe the name was recently changed"
707.01	3	Corema album	native	shrub	understory	perennial	
707.01	4	Helichrysum picardii	native	shrub	understory	perennial	synonymn = Helichrysum italicum subsp. Picardii Franco
707.01	5	Santolina impressa	native	shrub	understory	perennial	
707.01	6	Armeria pungens	native	shrub	understory	perennial	
707.01	7	Pinus pinaster	native	tree	canopy	perennial	
707.01	8	Thymus carnosus	native	shrub	understory	perennial	
707.01	9	Iberis proumbens	native	shrub	understory	perennial	
707.01	10	Corynephorus canescens	native	graminoid	understory	perennial	
708.01	1	Kochia scoparia	invasive	forb	understory	annual	
708.01	2	Agropyron smithii	native	graminoid	understory	perennial	
708.02	1	Kochia scoparia	invasive	forb	understory	annual	
708.02	2	Stipa comata	native	graminoid	understory	perennial	
708.03	1	Kochia scoparia	invasive	forb	understory	annual	
708.03	2	Bouteloua gracilis	native	graminoid	understory	perennial	
708.04	1	Kochia scoparia	invasive	forb	understory	annual	
708.04	2	Aristida longiseta	native	graminoid	understory	perennial	
708.05	1	Kochia scoparia	invasive	forb	understory	annual	
708.05	2	Artemisia frigida	native	shrub	understory	perennial	
708.06	1	Kochia scoparia	invasive	forb	understory	annual	
708.06	2	Carex eleocharis	native	graminoid	understory	perennial	
712.01	1	Typha x glauca	invasive	forb	understory	perennial	
712.01	2	Juncus alpinus	native	graminoid	understory	perennial	synonymn = Juncus alpinoarticulatus
712.01	3	Juncus articulatus	native	graminoid	understory	perennial	
712.01	4	Carex viridula	native	graminoid	understory	perennial	
712.01	5	Carex hystericina	native	graminoid	understory	perennial	
712.01	6	Eleocharis pauciflora	native	graminoid	understory	perennial	
713.01	1	Microstegium vimineum	invasive	graminoid	understory	annual	
713.01	2	Quercus prinus	native	tree	canopy	perennial	
713.01	3	Quercus velutina	native	tree	canopy	perennial	
713.01	4	Acer rubrum	native	tree	canopy	perennial	
713.01	5	Nyssa sylvatica	native	tree	canopy	perennial	
713.01	6	Sassafras albidum	native	tree	canopy	perennial	
713.01	7	Oxydendron arboreum	native	tree	canopy	perennial	
713.01	8	Vaccinium spp	native	shrub	understory	perennial	
713.02	1	Microstegium vimineum	invasive	graminoid	understory	annual	
713.02	2	Quercus prinus	native	tree	canopy	perennial	
713.02	3	Quercus velutina	native	tree	canopy	perennial	
713.02	4	Acer rubrum	native	tree	canopy	perennial	
713.02	5	Nyssa sylvatica	native	tree	canopy	perennial	
713.02	6	Sassafras albidum	native	tree	canopy	perennial	
713.02	7	Oxydendron arboreum	native	tree	canopy	perennial	
713.02	8	Vaccinium spp	native	shrub	understory	perennial	
713.03	1	Microstegium vimineum	invasive	graminoid	understory	annual	
713.03	2	Quercus prinus	native	tree	canopy	perennial	
713.03	3	Quercus velutina	native	tree	canopy	perennial	
713.03	4	Acer rubrum	native	tree	canopy	perennial	
713.03	5	Nyssa sylvatica	native	tree	canopy	perennial	
713.03	6	Sassafras albidum	native	tree	canopy	perennial	
713.03	7	Oxydendron arboreum	native	tree	canopy	perennial	
713.03	8	Vaccinium spp	native	shrub	understory	perennial	
713.04	1	Microstegium vimineum	invasive	graminoid	understory	annual	
713.04	2	Pinus strobus	native	tree	canopy	perennial	
715.01	1	Acacia longifolia	invasive	tree	canopy	perennial	
715.01	2	"""dune system herbs and shrubs"" p.211"	native	other	understory	unclassified	No native species listed
716.01	1	Solidago gigantea	invasive	forb	understory	perennial	
716.01	2	Carex flacca	native	graminoid	understory	perennial	
716.01	3	Calamagrostis epigejos	native	graminoid	understory	perennial	
716.01	4	Bromus erectus	native	graminoid	understory	perennial	
716.01	5	Festuca arundinacea	native	graminoid	understory	perennial	
716.01	6	Festuca rubra	native	graminoid	understory	perennial	
716.01	7	Phragmites australis	native	graminoid	understory	perennial	
716.01	8	Dipsacus fullonum	native	forb	understory	perennial	
716.01	9	Molina litoralis	native	graminoid	understory	perennial	
716.01	10	Molina caerulea	native	graminoid	understory	perennial	
716.01	11	Carex acutiformis	native	graminoid	understory	perennial	
